DATETIME,RTC_TEMP_C,TEMP_C,PHOTO,BATTERY_LEVEL
2014-08-12 17:58:47,24.75,22.42,623,708
2014-08-12 17:58:48,24.75,22.42,568,708
2014-08-12 17:58:49,24.75,22.45,565,708
2014-08-12 17:58:50,24.75,22.51,548,708
2014-08-12 17:58:51,24.75,22.51,551,708
2014-08-12 17:58:52,24.75,22.51,554,708
2014-08-12 17:58:54,24.75,22.51,527,708
2014-08-12 17:58:55,24.75,22.51,521,708
2014-08-12 17:58:56,24.75,22.51,540,708
2014-08-12 17:58:57,24.75,22.42,541,708
2014-08-12 17:58:58,24.75,22.42,533,708
2014-08-12 17:58:59,24.75,22.33,531,708
2014-08-12 17:59:01,24.75,20.76,547,708
2014-08-12 17:59:02,24.75,19.03,552,708
2014-08-12 17:59:03,24.75,17.86,556,708
2014-08-12 17:59:04,24.75,17.09,561,708
2014-08-12 17:59:05,24.75,16.64,538,708
2014-08-12 17:59:06,24.75,16.30,539,708
2014-08-12 17:59:08,24.75,16.05,539,708
2014-08-12 17:59:09,24.75,15.95,553,708
2014-08-12 17:59:10,24.75,15.80,556,708
2014-08-12 17:59:11,24.75,15.69,555,708
2014-08-12 17:59:12,24.75,15.61,555,708
2014-08-12 17:59:13,24.75,15.50,553,708
2014-08-12 17:59:15,24.75,15.36,557,708
2014-08-12 17:59:16,24.75,15.26,557,708
2014-08-12 17:59:17,24.75,15.17,554,708
2014-08-12 17:59:18,24.75,15.02,564,708
2014-08-12 17:59:19,24.75,14.93,564,708
2014-08-12 17:59:20,24.75,14.84,558,708
2014-08-12 17:59:22,24.75,14.76,556,708
2014-08-12 17:59:23,24.75,14.67,556,708
2014-08-12 17:59:24,24.75,14.57,552,708
2014-08-12 17:59:25,24.75,14.50,553,708
2014-08-12 17:59:26,24.75,14.41,554,708
2014-08-12 17:59:27,24.75,14.32,555,708
2014-08-12 17:59:29,24.75,14.31,556,708
2014-08-12 17:59:30,24.75,14.22,556,708
2014-08-12 17:59:31,24.75,14.15,558,708
2014-08-12 17:59:32,25.00,14.06,559,708
2014-08-12 17:59:33,25.00,14.05,557,708
2014-08-12 17:59:34,25.00,13.98,558,708
2014-08-12 17:59:36,25.00,13.96,559,708
2014-08-12 17:59:37,25.00,13.87,557,708
2014-08-12 17:59:38,25.00,13.87,555,708
2014-08-12 17:59:39,25.00,13.80,554,708
2014-08-12 17:59:40,25.00,13.71,555,708
2014-08-12 17:59:41,25.00,13.71,555,708
2014-08-12 17:59:43,25.00,13.63,555,707
2014-08-12 17:59:44,25.00,13.63,558,708
2014-08-12 17:59:45,25.00,13.61,554,708
2014-08-12 17:59:46,25.00,13.54,552,708
2014-08-12 17:59:47,25.00,13.52,552,708
2014-08-12 17:59:48,25.00,13.45,552,707
2014-08-12 17:59:50,25.00,13.44,552,708
2014-08-12 17:59:51,25.00,13.40,553,708
2014-08-12 17:59:52,25.00,13.37,540,708
2014-08-12 17:59:53,25.00,13.35,552,708
2014-08-12 17:59:54,25.00,13.28,554,708
2014-08-12 17:59:55,25.00,13.28,569,708
2014-08-12 17:59:57,25.00,13.26,576,707
2014-08-12 17:59:58,25.00,13.19,576,708
2014-08-12 17:59:59,25.00,13.17,575,708
2014-08-12 18:00:00,25.00,13.17,551,708
2014-08-12 18:00:01,25.00,13.10,555,708
2014-08-12 18:00:02,25.00,13.10,567,708
2014-08-12 18:00:04,25.00,13.10,562,708
2014-08-12 18:00:05,25.00,13.09,559,708
2014-08-12 18:00:06,25.00,13.02,550,708
2014-08-12 18:00:07,25.00,13.02,549,708
2014-08-12 18:00:08,25.00,13.02,555,708
2014-08-12 18:00:09,25.00,13.00,557,708
2014-08-12 18:00:11,25.00,13.00,557,708
2014-08-12 18:00:12,25.00,12.93,557,708
2014-08-12 18:00:13,25.00,12.93,557,707
2014-08-12 18:00:14,25.00,12.93,556,708
2014-08-12 18:00:15,25.00,12.91,557,708
2014-08-12 18:00:16,25.00,12.91,557,708
2014-08-12 18:00:18,25.00,12.84,558,707
2014-08-12 18:00:19,25.00,12.84,559,708
2014-08-12 18:00:20,25.00,12.84,540,708
2014-08-12 18:00:21,25.00,12.82,541,707
2014-08-12 18:00:22,25.00,12.82,541,708
2014-08-12 18:00:23,25.00,12.81,553,708
2014-08-12 18:00:25,25.00,12.75,555,707
2014-08-12 18:00:26,25.00,12.75,562,707
2014-08-12 18:00:27,25.00,12.75,563,708
2014-08-12 18:00:28,25.00,12.75,562,708
2014-08-12 18:00:29,25.00,12.75,559,708
2014-08-12 18:00:30,25.00,12.75,546,708
2014-08-12 18:00:32,25.00,12.75,552,708
2014-08-12 18:00:33,25.00,12.74,545,707
2014-08-12 18:00:34,25.00,12.74,571,708
2014-08-12 18:00:35,25.00,12.74,573,708
2014-08-12 18:00:36,25.00,12.74,573,708
2014-08-12 18:00:37,25.00,12.67,563,708
2014-08-12 18:00:39,25.00,12.67,524,708
2014-08-12 18:00:40,25.00,12.67,518,708
2014-08-12 18:00:41,25.00,12.67,530,708
2014-08-12 18:00:42,25.00,12.67,548,707
2014-08-12 18:00:43,25.00,12.67,569,707
2014-08-12 18:00:44,25.00,12.67,571,708
2014-08-12 18:00:46,25.00,12.65,571,708
2014-08-12 18:00:47,25.00,12.65,535,708
2014-08-12 18:00:48,25.00,12.65,546,708
2014-08-12 18:00:49,25.00,12.65,545,707
2014-08-12 18:00:50,25.00,12.65,546,708
2014-08-12 18:00:51,25.00,12.65,545,708
2014-08-12 18:00:53,25.00,12.65,542,708
2014-08-12 18:00:54,25.00,12.63,550,708
2014-08-12 18:00:55,25.00,12.65,557,707
2014-08-12 18:00:56,25.00,12.65,556,708
2014-08-12 18:00:57,25.00,12.65,560,707
2014-08-12 18:00:58,25.00,12.61,564,708
2014-08-12 18:01:00,25.00,12.58,570,708
2014-08-12 18:01:01,25.00,12.58,580,708
2014-08-12 18:01:02,25.00,12.58,580,708
2014-08-12 18:01:03,25.00,12.58,580,708
2014-08-12 18:01:04,25.00,12.58,579,708
2014-08-12 18:01:05,25.00,12.58,579,708
2014-08-12 18:01:07,25.00,12.58,579,708
2014-08-12 18:01:08,25.00,12.58,579,708
2014-08-12 18:01:09,25.00,12.58,579,707
2014-08-12 18:01:10,25.00,12.58,579,708
2014-08-12 18:01:11,25.00,12.58,579,708
2014-08-12 18:01:12,25.00,12.56,578,708
2014-08-12 18:01:14,25.00,12.56,578,707
2014-08-12 18:01:15,25.00,12.56,578,708
2014-08-12 18:01:16,25.00,12.56,578,708
2014-08-12 18:01:17,25.00,12.53,578,708
2014-08-12 18:01:18,25.00,12.49,578,708
2014-08-12 18:01:19,25.00,12.49,578,707
2014-08-12 18:01:21,25.00,12.49,571,708
2014-08-12 18:01:22,25.00,12.49,573,708
2014-08-12 18:01:23,25.00,12.49,576,708
2014-08-12 18:01:24,25.00,12.49,576,707
2014-08-12 18:01:25,25.00,12.49,576,708
2014-08-12 18:01:26,25.00,12.49,576,707
2014-08-12 18:01:28,25.00,12.49,569,708
2014-08-12 18:01:29,25.00,12.49,569,707
2014-08-12 18:01:30,25.00,12.49,565,708
2014-08-12 18:01:31,25.00,12.49,565,707
2014-08-12 18:01:32,25.00,12.49,530,708
2014-08-12 18:01:33,25.00,12.49,553,708
2014-08-12 18:01:35,25.00,12.49,542,708
2014-08-12 18:01:36,25.00,12.49,538,707
2014-08-12 18:01:37,25.00,12.49,549,707
2014-08-12 18:01:38,25.00,12.49,542,708
2014-08-12 18:01:39,25.00,12.49,543,708
2014-08-12 18:01:40,24.75,12.49,543,708
2014-08-12 18:01:42,24.75,12.49,548,707
2014-08-12 18:01:43,24.75,12.49,552,707
2014-08-12 18:01:44,24.75,12.49,557,707
2014-08-12 18:01:45,24.75,12.49,557,707
2014-08-12 18:01:46,24.75,12.49,556,708
2014-08-12 18:01:47,24.75,12.49,543,708
2014-08-12 18:01:49,24.75,12.51,534,707
2014-08-12 18:01:50,24.75,12.51,534,707
2014-08-12 18:01:51,24.75,12.53,532,708
2014-08-12 18:01:52,24.75,12.49,549,708
2014-08-12 18:01:53,24.75,12.51,553,708
2014-08-12 18:01:54,24.75,12.54,553,708
2014-08-12 18:01:56,24.75,12.56,553,708
2014-08-12 18:01:57,24.75,12.56,549,708
2014-08-12 18:01:58,24.75,12.56,539,708
2014-08-12 18:01:59,24.75,12.56,514,708
2014-08-12 18:02:00,24.75,12.56,532,708
2014-08-12 18:02:01,24.75,12.56,563,707
2014-08-12 18:02:03,24.75,12.56,561,708
2014-08-12 18:02:04,24.75,12.56,550,708
2014-08-12 18:02:05,24.75,12.56,566,708
2014-08-12 18:02:06,24.75,12.56,552,708
2014-08-12 18:02:07,24.75,12.56,538,708
2014-08-12 18:02:08,24.75,12.56,566,708
2014-08-12 18:02:10,24.75,12.56,569,708
2014-08-12 18:02:11,24.75,12.58,568,707
2014-08-12 18:02:12,24.75,12.58,568,708
2014-08-12 18:02:13,24.75,12.58,568,708
2014-08-12 18:02:14,24.75,12.58,568,708
2014-08-12 18:02:16,24.75,12.58,568,707
2014-08-12 18:02:17,24.75,12.58,568,708
2014-08-12 18:02:18,24.75,12.58,568,708
2014-08-12 18:02:19,24.75,12.58,568,708
2014-08-12 18:02:20,24.75,12.58,568,708
2014-08-12 18:02:21,24.75,12.58,568,708
2014-08-12 18:02:23,24.75,12.58,568,707
2014-08-12 18:02:24,24.75,12.58,568,708
2014-08-12 18:02:25,24.75,12.58,564,708
2014-08-12 18:02:26,24.75,12.58,563,707
2014-08-12 18:02:27,24.75,12.58,562,707
2014-08-12 18:02:28,24.75,12.58,555,708
2014-08-12 18:02:30,24.75,12.58,559,708
2014-08-12 18:02:31,24.75,12.58,560,707
2014-08-12 18:02:32,24.75,12.58,560,707
2014-08-12 18:02:33,24.75,12.58,561,708
2014-08-12 18:02:34,24.75,12.58,561,707
2014-08-12 18:02:35,24.75,12.58,561,708
2014-08-12 18:02:37,24.75,12.58,556,708
2014-08-12 18:02:38,24.75,12.58,547,707
2014-08-12 18:02:39,24.75,12.58,557,707
2014-08-12 18:02:40,24.75,12.58,548,708
2014-08-12 18:02:41,24.75,12.65,547,708
2014-08-12 18:02:42,24.75,12.65,556,708
2014-08-12 18:02:44,24.75,12.65,555,708
2014-08-12 18:02:45,24.75,12.67,555,708
2014-08-12 18:02:46,24.75,12.67,556,708
2014-08-12 18:02:47,24.75,12.67,555,707
2014-08-12 18:02:48,24.75,12.67,555,707
2014-08-12 18:02:49,24.75,12.67,548,708
2014-08-12 18:02:51,24.75,12.67,553,707
2014-08-12 18:02:52,24.75,12.67,554,707
2014-08-12 18:02:53,24.75,12.67,554,707
2014-08-12 18:02:54,24.75,12.67,551,707
2014-08-12 18:02:55,24.75,12.67,552,708
2014-08-12 18:02:56,24.75,12.67,552,707
2014-08-12 18:02:58,24.75,12.67,553,708
2014-08-12 18:02:59,24.75,12.67,554,707
2014-08-12 18:03:00,24.75,12.67,560,708
2014-08-12 18:03:01,24.75,12.67,558,708
2014-08-12 18:03:02,24.75,12.67,561,707
2014-08-12 18:03:03,24.75,12.67,561,707
2014-08-12 18:03:05,24.75,12.67,565,707
2014-08-12 18:03:06,24.75,12.67,563,707
2014-08-12 18:03:07,24.75,12.67,562,707
2014-08-12 18:03:08,24.75,12.67,567,708
2014-08-12 18:03:09,24.75,12.67,568,707
2014-08-12 18:03:10,24.75,12.67,566,708
2014-08-12 18:03:12,24.75,12.67,564,708
2014-08-12 18:03:13,24.75,12.67,575,708
2014-08-12 18:03:14,24.75,12.67,573,707
2014-08-12 18:03:15,24.75,12.67,574,708
2014-08-12 18:03:16,24.75,12.67,574,707
2014-08-12 18:03:17,24.75,12.67,574,707
2014-08-12 18:03:19,24.75,12.67,574,708
2014-08-12 18:03:20,24.75,12.67,575,707
2014-08-12 18:03:21,24.75,12.70,575,707
2014-08-12 18:03:22,24.75,12.72,575,707
2014-08-12 18:03:23,24.75,12.74,576,707
2014-08-12 18:03:24,24.75,12.74,566,707
2014-08-12 18:03:26,24.75,12.74,566,707
2014-08-12 18:03:27,24.75,12.74,566,708
2014-08-12 18:03:28,24.75,12.74,566,708
2014-08-12 18:03:29,24.75,12.74,566,708
2014-08-12 18:03:30,24.75,12.74,565,708
2014-08-12 18:03:31,24.75,12.74,566,708
2014-08-12 18:03:33,24.75,12.75,565,707
2014-08-12 18:03:34,24.75,12.75,565,708
2014-08-12 18:03:35,24.75,12.75,564,707
2014-08-12 18:03:36,24.75,12.75,565,708
2014-08-12 18:03:37,24.75,12.75,564,708
2014-08-12 18:03:38,24.75,12.75,564,708
2014-08-12 18:03:40,24.75,12.75,564,707
2014-08-12 18:03:41,24.75,12.75,564,707
2014-08-12 18:03:42,24.75,12.75,564,707
2014-08-12 18:03:43,24.75,12.75,564,708
2014-08-12 18:03:44,24.75,12.75,564,707
2014-08-12 18:03:45,24.75,12.75,564,707
2014-08-12 18:03:47,24.75,12.75,565,707
2014-08-12 18:03:48,24.75,12.75,564,707
2014-08-12 18:03:49,24.75,12.75,555,708
2014-08-12 18:03:50,24.75,12.75,556,708
2014-08-12 18:03:51,24.75,12.77,555,707
2014-08-12 18:03:52,24.75,12.79,555,708
2014-08-12 18:03:54,24.75,12.82,554,708
2014-08-12 18:03:55,24.75,12.82,555,708
2014-08-12 18:03:56,24.75,12.82,545,707
2014-08-12 18:03:57,24.75,12.79,546,707
2014-08-12 18:03:58,24.75,12.82,545,708
2014-08-12 18:03:59,24.75,12.82,545,707
2014-08-12 18:04:01,24.75,12.82,545,708
2014-08-12 18:04:02,24.75,12.82,540,708
2014-08-12 18:04:03,24.75,12.84,537,707
2014-08-12 18:04:04,24.75,12.84,537,707
2014-08-12 18:04:05,24.75,12.84,537,707
2014-08-12 18:04:06,24.75,12.84,515,707
2014-08-12 18:04:08,24.75,12.84,526,707
2014-08-12 18:04:09,24.75,12.84,530,707
2014-08-12 18:04:10,24.75,12.82,533,707
2014-08-12 18:04:11,24.75,12.82,542,707
2014-08-12 18:04:12,24.75,12.82,529,707
2014-08-12 18:04:13,24.75,12.82,532,707
2014-08-12 18:04:15,24.75,12.74,538,707
2014-08-12 18:04:16,24.75,12.67,539,708
2014-08-12 18:04:17,24.75,12.65,524,707
2014-08-12 18:04:18,24.75,12.65,525,707
2014-08-12 18:04:19,24.75,12.65,533,707
2014-08-12 18:04:20,24.75,12.65,533,707
2014-08-12 18:04:22,24.75,12.67,534,707
2014-08-12 18:04:23,24.75,12.67,533,708
2014-08-12 18:04:24,24.75,12.74,532,707
2014-08-12 18:04:25,24.75,12.75,533,707
2014-08-12 18:04:26,24.75,12.75,533,707
2014-08-12 18:04:28,24.75,12.75,535,708
2014-08-12 18:04:29,24.75,12.75,536,707
2014-08-12 18:04:30,24.75,12.82,536,707
2014-08-12 18:04:31,24.75,12.82,531,707
2014-08-12 18:04:32,24.75,12.84,531,708
2014-08-12 18:04:33,24.75,12.84,530,707
2014-08-12 18:04:35,24.75,12.84,530,707
2014-08-12 18:04:36,24.75,12.91,531,707
2014-08-12 18:04:37,24.75,12.91,531,707
2014-08-12 18:04:38,24.75,12.93,530,707
2014-08-12 18:04:39,24.75,12.93,531,707
2014-08-12 18:04:40,24.75,12.93,531,708
2014-08-12 18:04:42,24.75,12.93,530,707
2014-08-12 18:04:43,24.75,12.93,531,707
2014-08-12 18:04:44,24.75,12.93,531,708
2014-08-12 18:04:45,24.75,12.93,530,707
2014-08-12 18:04:46,24.75,12.93,531,707
2014-08-12 18:04:47,24.75,12.93,530,707
2014-08-12 18:04:49,24.75,12.93,530,707
2014-08-12 18:04:50,24.75,12.93,530,707
2014-08-12 18:04:51,24.75,12.93,530,707
2014-08-12 18:04:52,24.75,12.93,523,707
2014-08-12 18:04:53,24.75,13.26,529,707
2014-08-12 18:04:54,24.75,15.02,519,708
2014-08-12 18:04:56,24.75,16.73,532,707
2014-08-12 18:04:57,24.75,17.85,546,707
2014-08-12 18:04:58,24.75,18.54,552,707
2014-08-12 18:04:59,24.75,18.97,549,707
2014-08-12 18:05:00,24.75,19.22,546,707
2014-08-12 18:05:01,24.75,19.40,547,707
2014-08-12 18:05:03,24.75,19.48,547,707
2014-08-12 18:05:04,24.75,19.57,547,707
2014-08-12 18:05:05,24.75,19.65,548,707
2014-08-12 18:05:06,24.75,19.74,548,707
2014-08-12 18:05:07,24.75,19.83,548,707
2014-08-12 18:05:08,24.75,19.93,555,707
2014-08-12 18:05:10,24.75,20.09,556,707
2014-08-12 18:05:11,24.75,20.26,543,707
2014-08-12 18:05:12,24.75,20.36,546,707
2014-08-12 18:05:13,24.75,20.52,548,707
2014-08-12 18:05:14,24.75,20.60,549,707
2014-08-12 18:05:15,24.75,20.69,549,707
2014-08-12 18:05:17,24.75,20.71,549,707
2014-08-12 18:05:18,24.75,20.78,549,707
2014-08-12 18:05:19,24.75,20.78,548,707
2014-08-12 18:05:20,24.75,20.86,548,707
2014-08-12 18:05:21,24.75,20.88,549,707
2014-08-12 18:05:22,24.75,20.95,549,707
2014-08-12 18:05:24,24.75,21.03,549,707
2014-08-12 18:05:25,24.75,21.12,544,707
2014-08-12 18:05:26,24.75,21.21,552,707
2014-08-12 18:05:27,24.75,21.29,551,707
2014-08-12 18:05:28,24.75,21.38,551,708
2014-08-12 18:05:29,24.75,21.47,553,707
2014-08-12 18:05:31,24.75,21.47,554,707
2014-08-12 18:05:32,24.75,21.55,554,707
2014-08-12 18:05:33,24.75,21.64,555,707
2014-08-12 18:05:34,24.75,21.64,554,707
2014-08-12 18:05:35,24.75,21.73,554,707
2014-08-12 18:05:36,24.75,21.81,554,707
2014-08-12 18:05:38,24.75,21.81,554,707
2014-08-12 18:05:39,24.75,21.90,554,707
2014-08-12 18:05:40,24.75,21.90,554,707
2014-08-12 18:05:41,24.75,21.99,554,707
2014-08-12 18:05:42,24.75,21.99,554,707
2014-08-12 18:05:43,24.75,22.07,554,707
2014-08-12 18:05:45,24.75,22.07,554,707
2014-08-12 18:05:46,24.75,22.16,554,707
2014-08-12 18:05:47,24.75,22.16,554,708
2014-08-12 18:05:48,24.75,22.16,555,707
2014-08-12 18:05:49,24.75,22.25,554,707
2014-08-12 18:05:50,24.75,22.25,554,707
2014-08-12 18:05:52,24.75,22.26,554,707
2014-08-12 18:05:53,24.75,22.33,553,708
2014-08-12 18:05:54,24.75,22.33,554,707
2014-08-12 18:05:55,24.75,22.42,541,707
2014-08-12 18:05:56,24.75,22.42,548,707
2014-08-12 18:05:57,24.75,22.42,546,707
2014-08-12 18:05:59,24.75,22.51,547,707
2014-08-12 18:06:00,24.75,22.51,547,707
2014-08-12 18:06:01,24.75,22.51,547,707
2014-08-12 18:06:02,24.75,22.59,556,707
2014-08-12 18:06:03,24.75,22.59,545,707
2014-08-12 18:06:04,24.75,22.59,544,707
2014-08-12 18:06:06,24.75,22.68,544,707
2014-08-12 18:06:07,24.75,22.68,545,707
2014-08-12 18:06:08,24.75,22.68,543,707
2014-08-12 18:06:09,24.75,22.77,545,707
2014-08-12 18:06:10,24.75,22.77,545,707
2014-08-12 18:06:11,24.75,22.77,546,707
2014-08-12 18:06:13,24.75,22.77,546,707
2014-08-12 18:06:14,24.75,22.78,546,707
2014-08-12 18:06:15,24.75,22.85,546,707
2014-08-12 18:06:16,24.75,22.85,546,707
2014-08-12 18:06:17,24.75,22.85,546,707
2014-08-12 18:06:19,24.75,22.85,546,707
2014-08-12 18:06:20,24.75,22.85,546,707
2014-08-12 18:06:21,24.75,22.94,545,707
2014-08-12 18:06:22,24.75,22.94,544,707
2014-08-12 18:06:23,24.75,22.94,546,707
2014-08-12 18:06:24,24.75,22.94,545,707
2014-08-12 18:06:26,24.75,22.94,544,707
2014-08-12 18:06:27,24.75,22.94,541,707
2014-08-12 18:06:28,24.75,22.94,542,707
2014-08-12 18:06:29,24.75,23.03,531,707
2014-08-12 18:06:30,24.75,23.03,528,707
2014-08-12 18:06:31,24.75,23.03,527,707
2014-08-12 18:06:33,24.75,23.03,527,707
2014-08-12 18:06:34,24.75,23.03,525,707
2014-08-12 18:06:35,24.75,23.03,531,707
2014-08-12 18:06:36,24.75,23.03,545,707
2014-08-12 18:06:37,24.75,23.11,542,707
2014-08-12 18:06:38,24.75,23.11,555,707
2014-08-12 18:06:40,24.75,23.11,544,707
2014-08-12 18:06:41,24.75,23.11,554,707
2014-08-12 18:06:42,24.75,23.11,548,707
2014-08-12 18:06:43,24.75,23.11,549,707
2014-08-12 18:06:44,24.75,23.11,550,707
2014-08-12 18:06:45,24.75,23.20,552,707
2014-08-12 18:06:47,24.75,23.20,553,707
2014-08-12 18:06:48,24.75,23.20,552,707
2014-08-12 18:06:49,24.75,23.20,552,707
2014-08-12 18:06:50,24.75,23.20,553,707
2014-08-12 18:06:51,24.75,23.20,553,707
2014-08-12 18:06:52,24.75,23.20,553,707
2014-08-12 18:06:54,24.75,23.25,552,707
2014-08-12 18:06:55,24.75,23.29,544,707
2014-08-12 18:06:56,24.75,23.29,545,707
2014-08-12 18:06:57,24.75,23.29,557,707
2014-08-12 18:06:58,24.75,23.29,544,708
2014-08-12 18:06:59,24.75,23.29,540,707
2014-08-12 18:07:01,24.75,23.29,551,707
2014-08-12 18:07:02,24.75,23.29,546,707
2014-08-12 18:07:03,24.75,23.31,545,707
2014-08-12 18:07:04,24.75,23.38,557,707
2014-08-12 18:07:05,24.75,23.38,559,707
2014-08-12 18:07:06,24.75,23.38,560,707
2014-08-12 18:07:08,24.75,23.38,559,707
2014-08-12 18:07:09,24.75,23.38,558,707
2014-08-12 18:07:10,24.75,23.38,559,707
2014-08-12 18:07:11,24.75,23.38,558,707
2014-08-12 18:07:12,24.75,23.38,557,707
2014-08-12 18:07:13,24.75,23.46,547,707
2014-08-12 18:07:15,24.75,23.46,547,707
2014-08-12 18:07:16,24.75,23.46,547,707
2014-08-12 18:07:17,24.75,23.46,547,707
2014-08-12 18:07:18,24.75,23.46,547,707
2014-08-12 18:07:19,24.75,23.46,547,707
2014-08-12 18:07:20,24.75,23.46,547,707
2014-08-12 18:07:22,24.75,23.46,547,707
2014-08-12 18:07:23,24.75,23.46,547,707
2014-08-12 18:07:24,24.75,23.46,547,707
2014-08-12 18:07:25,24.75,23.55,547,707
2014-08-12 18:07:26,24.75,23.55,547,707
